customer_id,age,location,transaction_frequency,average_transaction_value,merchant_categories,total_spend,account_age_days,preferred_payment_methods,last_transaction_date,created_at,updated_at
c6074b3fcae776f4,41,Makati,88,3491.75,Entertainment|Dining|Shopping,278608.79,31,E-wallet Balance|Credit Card,2026-03-26T13:08:04.538481,2026-02-24T13:08:04.538483,2026-03-27T13:08:04.538484
f29bad0f11f836e6,41,Taguig,72,2835.94,Shopping|Dining|Entertainment,206714.22,759,Credit Card|E-wallet Balance,2026-03-22T13:08:04.538504,2024-02-27T13:08:04.538506,2026-03-27T13:08:04.538507
329bac96af21a205,36,Makati,53,2242.56,Dining|Entertainment|Shopping,112569.79,913,Credit Card|E-wallet Balance,2026-03-26T13:08:04.538526,2023-09-26T13:08:04.538528,2026-03-27T13:08:04.538529
c15f293a90367e5e,35,Makati,71,3607.32,Dining|Entertainment|Shopping,256959.96,493,Credit Card|E-wallet Balance,2026-02-27T13:08:04.538548,2024-11-19T13:08:04.538550,2026-03-27T13:08:04.538551
39b4a246df589c51,32,Makati,69,2977.88,Entertainment|Shopping|Dining,182994.35,893,E-wallet Balance|Credit Card,2026-03-21T13:08:04.538570,2023-10-16T13:08:04.538573,2026-03-27T13:08:04.538573
4b0d23a7eaa843bf,33,Makati,90,4072.81,Shopping|Entertainment|Dining,392313.1,502,E-wallet Balance|Credit Card,2026-03-10T13:08:04.538593,2024-11-10T13:08:04.538595,2026-03-27T13:08:04.538596
d4182f4791a79738,36,Makati,80,4632.02,Shopping|Entertainment|Dining,373027.29,910,E-wallet Balance|Credit Card,2026-03-26T13:08:04.538615,2023-09-29T13:08:04.538617,2026-03-27T13:08:04.538618
f06002ba519769c4,30,BGC,97,4896.26,Dining|Shopping|Entertainment,432928.16,845,E-wallet Balance|Credit Card,2026-03-12T13:08:04.538640,2023-12-03T13:08:04.538642,2026-03-27T13:08:04.538643
1cd28638d40df1a4,32,BGC,69,4661.26,Dining|Shopping|Entertainment,358336.18,133,Credit Card|E-wallet Balance,2026-03-08T13:08:04.538663,2025-11-14T13:08:04.538665,2026-03-27T13:08:04.538665
688c8361a8b1a07a,43,Taguig,84,3116.85,Dining|Entertainment|Shopping,226293.01,367,Credit Card|E-wallet Balance,2026-03-26T13:08:04.538688,2025-03-25T13:08:04.538690,2026-03-27T13:08:04.538690
eb547d1f7d359232,35,Makati,84,3955.88,Entertainment|Dining|Shopping,331482.6,845,E-wallet Balance|Credit Card,2026-03-08T13:08:04.538710,2023-12-03T13:08:04.538712,2026-03-27T13:08:04.538713
8ad9f394af838650,37,BGC,57,4547.67,Entertainment|Dining|Shopping,260131.11,499,Credit Card|E-wallet Balance,2026-03-05T13:08:04.538733,2024-11-13T13:08:04.538735,2026-03-27T13:08:04.538735
247bdd66ea07f944,35,Taguig,95,3769.61,Shopping|Dining|Entertainment,376898.18,255,Credit Card|E-wallet Balance,2026-03-07T13:08:04.538755,2025-07-15T13:08:04.538757,2026-03-27T13:08:04.538757
46d0f1b93ac96141,43,BGC,82,3730.71,Entertainment|Dining|Shopping,305819.65,576,E-wallet Balance|Credit Card,2026-03-11T13:08:04.538777,2024-08-28T13:08:04.538779,2026-03-27T13:08:04.538780
86f7d7f98f660f14,30,Taguig,93,4821.38,Entertainment|Dining|Shopping,492817.59,1090,E-wallet Balance|Credit Card,2026-03-04T13:08:04.538800,2023-04-02T13:08:04.538802,2026-03-27T13:08:04.538803
ab982d10201d3acf,42,BGC,98,3658.29,Entertainment|Dining|Shopping,330648.85,957,E-wallet Balance|Credit Card,2026-03-05T13:08:04.538822,2023-08-13T13:08:04.538824,2026-03-27T13:08:04.538825
4cc31a1a52112334,30,BGC,52,2508.48,Shopping|Dining|Entertainment,152877.58,715,Credit Card|E-wallet Balance,2026-03-04T13:08:04.538844,2024-04-11T13:08:04.538846,2026-03-27T13:08:04.538847
6007775b0e02cf5d,31,Makati,81,4013.43,Dining|Shopping|Entertainment,374159.64,814,Credit Card|E-wallet Balance,2026-03-20T13:08:04.538866,2024-01-03T13:08:04.538868,2026-03-27T13:08:04.538869
8c88a7ccb28f5550,30,Makati,58,4107.45,Entertainment|Dining|Shopping,230587.92,950,E-wallet Balance|Credit Card,2026-03-04T13:08:04.538888,2023-08-20T13:08:04.538890,2026-03-27T13:08:04.538890
aa38a57ce06ff0b6,42,BGC,56,3504.55,Entertainment|Dining|Shopping,188152.07,683,Credit Card|E-wallet Balance,2026-03-16T13:08:04.538910,2024-05-13T13:08:04.538912,2026-03-27T13:08:04.538913
1a1134c18e8b6b0e,32,BGC,72,2082.85,Dining|Shopping|Entertainment,139656.77,604,Credit Card|E-wallet Balance,2026-02-26T13:08:04.538936,2024-07-31T13:08:04.538938,2026-03-27T13:08:04.538938
246ce5ecac79aa07,42,Makati,71,3772.5,Shopping|Entertainment|Dining,252868.45,473,E-wallet Balance|Credit Card,2026-03-23T13:08:04.538958,2024-12-09T13:08:04.538960,2026-03-27T13:08:04.538961
24898eda10535998,30,Makati,57,4309.98,Dining|Entertainment|Shopping,279278.67,1021,Credit Card|E-wallet Balance,2026-03-08T13:08:04.538980,2023-06-10T13:08:04.538982,2026-03-27T13:08:04.538983
4604c72126b0de94,43,Makati,96,4098.54,Entertainment|Dining|Shopping,427233.31,686,Credit Card|E-wallet Balance,2026-03-04T13:08:04.539005,2024-05-10T13:08:04.539007,2026-03-27T13:08:04.539008
0fa996c96d402170,44,Makati,68,3316.91,Entertainment|Dining|Shopping,187736.5,1042,E-wallet Balance|Credit Card,2026-03-27T13:08:04.539028,2023-05-20T13:08:04.539030,2026-03-27T13:08:04.539031
cc51a771223d5693,39,Makati,50,3327.06,Shopping|Entertainment|Dining,177012.55,926,E-wallet Balance|Credit Card,2026-03-12T13:08:04.539050,2023-09-13T13:08:04.539052,2026-03-27T13:08:04.539053
41c65667ebbe8b95,42,BGC,88,3971.33,Dining|Entertainment|Shopping,314212.46,1026,E-wallet Balance|Credit Card,2026-03-06T13:08:04.539072,2023-06-05T13:08:04.539074,2026-03-27T13:08:04.539075
be9b36bd8680020e,38,Makati,78,2348.22,Entertainment|Dining|Shopping,218292.05,482,Credit Card|E-wallet Balance,2026-03-16T13:08:04.539094,2024-11-30T13:08:04.539096,2026-03-27T13:08:04.539097
42dfca19cf8556f7,39,BGC,75,3474.85,Entertainment|Dining|Shopping,276226.79,551,Credit Card|E-wallet Balance,2026-03-06T13:08:04.539116,2024-09-22T13:08:04.539118,2026-03-27T13:08:04.539119
88e8fc41574bf179,34,Makati,85,2135.91,Entertainment|Shopping|Dining,181628.04,1045,Credit Card|E-wallet Balance,2026-03-23T13:08:04.539138,2023-05-17T13:08:04.539140,2026-03-27T13:08:04.539141
b3ab45d380f059c8,42,Taguig,53,3847.55,Entertainment|Shopping|Dining,210916.89,881,Credit Card|E-wallet Balance,2026-03-04T13:08:04.539160,2023-10-28T13:08:04.539162,2026-03-27T13:08:04.539163
8c79ff414b8a874d,41,Makati,99,3720.1,Dining|Entertainment|Shopping,433324.84,314,E-wallet Balance|Credit Card,2026-03-15T13:08:04.539182,2025-05-17T13:08:04.539184,2026-03-27T13:08:04.539185
d5a090708b0bee1a,41,Makati,80,3131.78,Entertainment|Shopping|Dining,207568.05,805,E-wallet Balance|Credit Card,2026-02-27T13:08:04.539204,2024-01-12T13:08:04.539206,2026-03-27T13:08:04.539207
433f4ef3957be8bf,39,Taguig,59,2069.82,Dining|Entertainment|Shopping,131541.37,442,Credit Card|E-wallet Balance,2026-03-04T13:08:04.539226,2025-01-09T13:08:04.539228,2026-03-27T13:08:04.539229
1860d0b18ae4ca8d,33,Makati,74,4410.44,Entertainment|Shopping|Dining,335318.03,768,E-wallet Balance|Credit Card,2026-03-11T13:08:04.539248,2024-02-18T13:08:04.539250,2026-03-27T13:08:04.539251
85a1fccc9c91653d,32,Makati,97,2383.07,Shopping|Dining|Entertainment,264297.66,308,Credit Card|E-wallet Balance,2026-03-03T13:08:04.539270,2025-05-23T13:08:04.539272,2026-03-27T13:08:04.539273
c2df858c322903b8,32,BGC,90,3133.19,Entertainment|Dining|Shopping,326599.73,206,E-wallet Balance|Credit Card,2026-03-24T13:08:04.539292,2025-09-02T13:08:04.539294,2026-03-27T13:08:04.539295
060f1ad193fa0105,41,Makati,90,4541.43,Entertainment|Shopping|Dining,405870.97,173,Credit Card|E-wallet Balance,2026-03-07T13:08:04.539314,2025-10-05T13:08:04.539316,2026-03-27T13:08:04.539316
2ec3610c5f9848dd,34,BGC,84,3807.32,Entertainment|Dining|Shopping,357115.67,598,E-wallet Balance|Credit Card,2026-03-21T13:08:04.539338,2024-08-06T13:08:04.539340,2026-03-27T13:08:04.539341
33e635609cfa9d0e,42,Taguig,91,4922.74,Entertainment|Shopping|Dining,517441.66,264,E-wallet Balance|Credit Card,2026-03-17T13:08:04.539360,2025-07-06T13:08:04.539362,2026-03-27T13:08:04.539363
83d4ae41424d580a,31,BGC,96,2428.98,Dining|Entertainment|Shopping,194390.15,199,Credit Card|E-wallet Balance,2026-03-19T13:08:04.539382,2025-09-09T13:08:04.539384,2026-03-27T13:08:04.539385
fe9495e3dcff3ad7,31,Makati,76,4118.73,Entertainment|Dining|Shopping,323203.42,529,E-wallet Balance|Credit Card,2026-03-11T13:08:04.539405,2024-10-14T13:08:04.539407,2026-03-27T13:08:04.539407
511bc163012558df,44,BGC,56,4958.0,Shopping|Entertainment|Dining,275612.13,905,E-wallet Balance|Credit Card,2026-03-06T13:08:04.539427,2023-10-04T13:08:04.539429,2026-03-27T13:08:04.539430
a9bfa1c972427caf,36,Makati,76,2746.17,Entertainment|Shopping|Dining,167915.13,505,E-wallet Balance|Credit Card,2026-03-20T13:08:04.539449,2024-11-07T13:08:04.539451,2026-03-27T13:08:04.539452
2effe5006a487f7f,42,BGC,90,4232.63,Entertainment|Shopping|Dining,377541.46,853,E-wallet Balance|Credit Card,2026-03-27T13:08:04.539471,2023-11-25T13:08:04.539473,2026-03-27T13:08:04.539474
4d3b03c959dc36dd,35,Taguig,55,4406.33,Dining|Entertainment|Shopping,280265.13,915,E-wallet Balance|Credit Card,2026-03-07T13:08:04.539494,2023-09-24T13:08:04.539496,2026-03-27T13:08:04.539497
735d0144343b9702,40,BGC,86,2758.97,Entertainment|Dining|Shopping,249552.51,685,E-wallet Balance|Credit Card,2026-03-05T13:08:04.539518,2024-05-11T13:08:04.539521,2026-03-27T13:08:04.539521
a078069b82c543b7,38,Taguig,60,2842.89,Shopping|Entertainment|Dining,178769.94,1061,Credit Card|E-wallet Balance,2026-03-02T13:08:04.539544,2023-05-01T13:08:04.539546,2026-03-27T13:08:04.539547
b8517c657001a909,41,Makati,85,3391.1,Shopping|Entertainment|Dining,272141.27,769,Credit Card|E-wallet Balance,2026-03-01T13:08:04.539566,2024-02-17T13:08:04.539568,2026-03-27T13:08:04.539569
d42f74b53c0a16ed,35,BGC,66,2839.29,Entertainment|Dining|Shopping,162103.86,419,Credit Card|E-wallet Balance,2026-03-10T13:08:04.539588,2025-02-01T13:08:04.539590,2026-03-27T13:08:04.539591
4aa8e7419d0e7501,32,BGC,54,3840.25,Shopping|Entertainment|Dining,169649.47,1045,E-wallet Balance|Credit Card,2026-03-27T13:08:04.539610,2023-05-17T13:08:04.539612,2026-03-27T13:08:04.539613
8c641cf663442641,35,Taguig,50,3441.11,Dining|Shopping|Entertainment,163858.16,856,Credit Card|E-wallet Balance,2026-03-01T13:08:04.539633,2023-11-22T13:08:04.539635,2026-03-27T13:08:04.539636
62d39601b95d8d2a,30,Makati,62,2190.54,Dining|Shopping|Entertainment,111713.17,547,E-wallet Balance|Credit Card,2026-02-28T13:08:04.539657,2024-09-26T13:08:04.539660,2026-03-27T13:08:04.539660
82172f78b53a9596,30,Taguig,54,4999.15,Dining|Entertainment|Shopping,294371.18,743,E-wallet Balance|Credit Card,2026-03-18T13:08:04.539680,2024-03-14T13:08:04.539682,2026-03-27T13:08:04.539683
f0a26a503dcfb4bf,32,Makati,66,2723.25,Dining|Entertainment|Shopping,187368.11,478,E-wallet Balance|Credit Card,2026-03-11T13:08:04.539702,2024-12-04T13:08:04.539704,2026-03-27T13:08:04.539705
78f4b51fc9258bb0,37,Makati,81,2140.69,Shopping|Dining|Entertainment,174804.35,147,Credit Card|E-wallet Balance,2026-03-25T13:08:04.539725,2025-10-31T13:08:04.539727,2026-03-27T13:08:04.539727
fb3fa7ace0aafd06,40,BGC,99,4556.54,Entertainment|Dining|Shopping,503753.27,430,Credit Card|E-wallet Balance,2026-03-12T13:08:04.539747,2025-01-21T13:08:04.539749,2026-03-27T13:08:04.539750
1dec307c1abf3510,44,BGC,96,3261.61,Shopping|Entertainment|Dining,277164.29,793,E-wallet Balance|Credit Card,2026-03-26T13:08:04.539771,2024-01-24T13:08:04.539773,2026-03-27T13:08:04.539774
1113b93fc2be518e,35,Makati,99,3769.75,Dining|Shopping|Entertainment,407002.6,278,E-wallet Balance|Credit Card,2026-03-22T13:08:04.539794,2025-06-22T13:08:04.539796,2026-03-27T13:08:04.539797
b9ef2e9b4fd84dfb,30,Makati,73,4731.41,Entertainment|Shopping|Dining,407497.76,929,E-wallet Balance|Credit Card,2026-03-18T13:08:04.539816,2023-09-10T13:08:04.539818,2026-03-27T13:08:04.539819
38a0a3188b4629ec,37,Makati,66,3476.35,Entertainment|Dining|Shopping,228761.55,234,Credit Card|E-wallet Balance,2026-02-26T13:08:04.539838,2025-08-05T13:08:04.539840,2026-03-27T13:08:04.539841
cc4f8fee907f3153,40,Makati,92,2720.44,Dining|Entertainment|Shopping,258766.3,929,E-wallet Balance|Credit Card,2026-03-20T13:08:04.539861,2023-09-10T13:08:04.539863,2026-03-27T13:08:04.539863
1607ec743d12bbad,33,BGC,74,4690.37,Entertainment|Dining|Shopping,361239.21,1058,Credit Card|E-wallet Balance,2026-03-10T13:08:04.539883,2023-05-04T13:08:04.539885,2026-03-27T13:08:04.539885
0abced7a0b703c87,41,Makati,91,2531.03,Dining|Entertainment|Shopping,217056.42,575,E-wallet Balance|Credit Card,2026-03-11T13:08:04.539904,2024-08-29T13:08:04.539906,2026-03-27T13:08:04.539907
d65e012e344f8f4a,43,Makati,75,4071.18,Dining|Entertainment|Shopping,328274.02,379,E-wallet Balance|Credit Card,2026-03-17T13:08:04.539927,2025-03-13T13:08:04.539929,2026-03-27T13:08:04.539929
7dd4d561d10e0d24,44,Makati,97,2183.23,Entertainment|Dining|Shopping,220014.06,748,E-wallet Balance|Credit Card,2026-03-13T13:08:04.539949,2024-03-09T13:08:04.539951,2026-03-27T13:08:04.539951
46fd74a8a770e820,44,BGC,71,2708.35,Shopping|Entertainment|Dining,211327.58,555,Credit Card|E-wallet Balance,2026-03-01T13:08:04.539971,2024-09-18T13:08:04.539973,2026-03-27T13:08:04.539973
e6d5451e7863f564,37,Taguig,56,4061.5,Dining|Shopping|Entertainment,191705.29,835,Credit Card|E-wallet Balance,2026-03-25T13:08:04.539993,2023-12-13T13:08:04.539995,2026-03-27T13:08:04.539996
8aea4ba76adf1e19,32,BGC,64,2314.61,Entertainment|Shopping|Dining,168323.29,115,E-wallet Balance|Credit Card,2026-03-02T13:08:04.540015,2025-12-02T13:08:04.540017,2026-03-27T13:08:04.540018
95663b8c6ac2861d,43,Makati,93,2699.65,Entertainment|Dining|Shopping,280107.96,138,Credit Card|E-wallet Balance,2026-03-10T13:08:04.540037,2025-11-09T13:08:04.540039,2026-03-27T13:08:04.540040
ff328692b6e5a38f,44,BGC,85,3611.32,Entertainment|Dining|Shopping,292077.28,642,E-wallet Balance|Credit Card,2026-03-22T13:08:04.540059,2024-06-23T13:08:04.540061,2026-03-27T13:08:04.540062
e3408cac11210673,33,Makati,75,3822.67,Dining|Shopping|Entertainment,298830.18,691,Credit Card|E-wallet Balance,2026-03-07T13:08:04.540081,2024-05-05T13:08:04.540083,2026-03-27T13:08:04.540084
96ed1af883b497d0,35,Makati,55,2737.87,Shopping|Dining|Entertainment,169006.25,852,Credit Card|E-wallet Balance,2026-03-19T13:08:04.540103,2023-11-26T13:08:04.540105,2026-03-27T13:08:04.540106
f7e7639e5fb93387,36,BGC,52,3573.53,Shopping|Dining|Entertainment,191472.7,104,Credit Card|E-wallet Balance,2026-03-24T13:08:04.540125,2025-12-13T13:08:04.540127,2026-03-27T13:08:04.540128
1e1741869e83b046,44,BGC,55,4925.2,Entertainment|Shopping|Dining,317410.87,876,Credit Card|E-wallet Balance,2026-03-17T13:08:04.540148,2023-11-02T13:08:04.540150,2026-03-27T13:08:04.540150
40b5e1a298677b0b,37,BGC,75,2839.94,Shopping|Entertainment|Dining,230968.05,753,Credit Card|E-wallet Balance,2026-03-27T13:08:04.540170,2024-03-04T13:08:04.540172,2026-03-27T13:08:04.540172
d76048f49bdeb055,33,BGC,98,3589.52,Shopping|Entertainment|Dining,363203.93,168,Credit Card|E-wallet Balance,2026-03-24T13:08:04.540192,2025-10-10T13:08:04.540194,2026-03-27T13:08:04.540194
520188240d8bfa0d,42,Makati,92,3781.65,Entertainment|Shopping|Dining,354719.95,927,E-wallet Balance|Credit Card,2026-03-15T13:08:04.540213,2023-09-12T13:08:04.540215,2026-03-27T13:08:04.540216
a97bad4021f44c52,37,Makati,51,2263.6,Dining|Entertainment|Shopping,119860.18,347,E-wallet Balance|Credit Card,2026-02-28T13:08:04.540235,2025-04-14T13:08:04.540237,2026-03-27T13:08:04.540238
f8a7158337e5f34c,41,BGC,99,2372.89,Entertainment|Dining|Shopping,223567.81,542,Credit Card|E-wallet Balance,2026-03-20T13:08:04.540257,2024-10-01T13:08:04.540259,2026-03-27T13:08:04.540260
c0af575474189d0b,35,BGC,78,2419.32,Shopping|Entertainment|Dining,213248.63,34,Credit Card|E-wallet Balance,2026-03-09T13:08:04.540279,2026-02-21T13:08:04.540281,2026-03-27T13:08:04.540282
cfe584cc5f015d27,40,Makati,63,3569.2,Entertainment|Dining|Shopping,241317.46,645,E-wallet Balance|Credit Card,2026-03-14T13:08:04.540301,2024-06-20T13:08:04.540303,2026-03-27T13:08:04.540304
5c3af7552b086807,32,BGC,87,3619.34,Dining|Entertainment|Shopping,365210.53,532,E-wallet Balance|Credit Card,2026-03-26T13:08:04.540323,2024-10-11T13:08:04.540325,2026-03-27T13:08:04.540326
11ed57be97442762,43,BGC,89,2687.08,Shopping|Entertainment|Dining,251366.32,583,E-wallet Balance|Credit Card,2026-03-08T13:08:04.540345,2024-08-21T13:08:04.540347,2026-03-27T13:08:04.540348
2fd8f405739cdc63,44,BGC,96,3860.22,Dining|Shopping|Entertainment,444355.12,1050,Credit Card|E-wallet Balance,2026-03-23T13:08:04.540367,2023-05-12T13:08:04.540369,2026-03-27T13:08:04.540370
69e8b7fb763fbb9b,40,BGC,82,2100.6,Entertainment|Shopping|Dining,189793.25,835,E-wallet Balance|Credit Card,2026-03-15T13:08:04.540392,2023-12-13T13:08:04.540394,2026-03-27T13:08:04.540395
73f89a6d56c6bf54,44,Makati,96,4539.36,Dining|Shopping|Entertainment,374754.91,76,Credit Card|E-wallet Balance,2026-03-24T13:08:04.540414,2026-01-10T13:08:04.540416,2026-03-27T13:08:04.540417
62218121fc58f0df,41,BGC,94,4160.11,Shopping|Dining|Entertainment,424865.06,98,Credit Card|E-wallet Balance,2026-03-08T13:08:04.540438,2025-12-19T13:08:04.540440,2026-03-27T13:08:04.540441
c49bbb95344200a4,40,Makati,59,3027.57,Dining|Shopping|Entertainment,210585.51,425,Credit Card|E-wallet Balance,2026-03-02T13:08:04.540461,2025-01-26T13:08:04.540463,2026-03-27T13:08:04.540463
881ec105e07b6740,42,BGC,89,3517.67,Shopping|Dining|Entertainment,324713.92,1033,Credit Card|E-wallet Balance,2026-03-24T13:08:04.540482,2023-05-29T13:08:04.540485,2026-03-27T13:08:04.540485
71f481d9272b63e4,33,BGC,54,4767.5,Entertainment|Shopping|Dining,244514.51,1043,Credit Card|E-wallet Balance,2026-03-09T13:08:04.540505,2023-05-19T13:08:04.540507,2026-03-27T13:08:04.540508
c40a1cd701860110,42,Taguig,63,4803.1,Dining|Shopping|Entertainment,270629.92,449,Credit Card|E-wallet Balance,2026-03-06T13:08:04.540527,2025-01-02T13:08:04.540529,2026-03-27T13:08:04.540531
78e821034ec4c90e,36,BGC,50,4609.69,Dining|Shopping|Entertainment,189436.25,231,E-wallet Balance|Credit Card,2026-03-08T13:08:04.540551,2025-08-08T13:08:04.540553,2026-03-27T13:08:04.540554
f57807c99ef56a4e,38,Makati,75,3000.5,Entertainment|Dining|Shopping,263110.05,504,E-wallet Balance|Credit Card,2026-03-26T13:08:04.540573,2024-11-08T13:08:04.540575,2026-03-27T13:08:04.540576
725b4b41ec38311c,40,Makati,66,3761.2,Dining|Shopping|Entertainment,216106.09,739,Credit Card|E-wallet Balance,2026-03-07T13:08:04.540595,2024-03-18T13:08:04.540597,2026-03-27T13:08:04.540598
b12e7ed112729006,37,BGC,82,3087.18,Shopping|Entertainment|Dining,224055.08,996,Credit Card|E-wallet Balance,2026-03-11T13:08:04.540617,2023-07-05T13:08:04.540619,2026-03-27T13:08:04.540620
151b5d93a1aaac20,33,BGC,90,2445.99,Dining|Shopping|Entertainment,220332.22,1019,Credit Card|E-wallet Balance,2026-03-05T13:08:04.540639,2023-06-12T13:08:04.540641,2026-03-27T13:08:04.540642
43aaa4a1813854a8,32,BGC,68,3048.16,Dining|Entertainment|Shopping,204959.02,1072,E-wallet Balance|Credit Card,2026-03-10T13:08:04.540661,2023-04-20T13:08:04.540663,2026-03-27T13:08:04.540664
1b0d02530c52e5fd,30,BGC,63,4142.18,Shopping|Entertainment|Dining,250598.55,976,E-wallet Balance|Credit Card,2026-03-24T13:08:04.540683,2023-07-25T13:08:04.540685,2026-03-27T13:08:04.540686
975d2b23f7809ef5,30,Taguig,57,4585.36,Shopping|Entertainment|Dining,276419.94,116,E-wallet Balance|Credit Card,2026-03-05T13:08:04.540705,2025-12-01T13:08:04.540707,2026-03-27T13:08:04.540707
6e13f65365e4c12b,41,BGC,81,4147.92,Dining|Entertainment|Shopping,302905.72,472,E-wallet Balance|Credit Card,2026-02-27T13:08:04.540727,2024-12-10T13:08:04.540729,2026-03-27T13:08:04.540730
f853fa2b7f42d2ae,37,Taguig,96,3708.33,Shopping|Dining|Entertainment,399476.55,843,Credit Card|E-wallet Balance,2026-03-17T13:08:04.540749,2023-12-05T13:08:04.540751,2026-03-27T13:08:04.540752
84afa90d9795ac76,33,BGC,86,2423.25,Shopping|Dining|Entertainment,167803.13,804,Credit Card|E-wallet Balance,2026-03-27T13:08:04.540771,2024-01-13T13:08:04.540773,2026-03-27T13:08:04.540774
c1360fe9391e4dfa,36,Makati,70,2079.6,Entertainment|Dining|Shopping,168436.53,844,Credit Card|E-wallet Balance,2026-03-23T13:08:04.540793,2023-12-04T13:08:04.540795,2026-03-27T13:08:04.540796
8826d1109fc97b66,33,Makati,60,2778.27,Dining|Shopping|Entertainment,188743.76,834,Credit Card|E-wallet Balance,2026-03-22T13:08:04.540815,2023-12-14T13:08:04.540817,2026-03-27T13:08:04.540818
2207c5de17fece4c,43,Makati,58,3308.38,Shopping|Entertainment|Dining,164263.12,743,Credit Card|E-wallet Balance,2026-02-26T13:08:04.540837,2024-03-14T13:08:04.540839,2026-03-27T13:08:04.540840
494d332ba631ed1d,37,Makati,95,3413.2,Entertainment|Shopping|Dining,294250.77,581,E-wallet Balance|Credit Card,2026-03-26T13:08:04.540858,2024-08-23T13:08:04.540860,2026-03-27T13:08:04.540861
